domain,task_id,reward_basis,tool_oracle_basis,unevaluated_basis,tool_oracle_applicable,tool_oracle_pass,action_reward,env_oracle_applicable,env_reward,db_match,env_assertions,env_assertions_met,reference_actions,assistant_reference_actions,user_reference_actions,assistant_gateway_allowed,assistant_gateway_blocked,tool_error_events
airline,47,DB|COMMUNICATE,DB,COMMUNICATE,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
airline,48,DB|COMMUNICATE,DB,COMMUNICATE,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
airline,49,DB|COMMUNICATE,DB,COMMUNICATE,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,0,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,1,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,2,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,11,11,0,11,0,1
retail,3,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,12,12,0,12,0,1
retail,4,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,13,13,0,13,0,1
retail,5,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,6,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,7,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,8,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,9,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,10,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,11,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,12,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,13,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,14,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,15,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,0
retail,16,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,9,9,0,9,0,0
retail,17,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,18,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,19,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,0
retail,20,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,10,10,0,10,0,0
retail,21,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,12,12,0,12,0,0
retail,22,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,0
retail,23,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,12,12,0,12,0,0
retail,24,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,0,0,0,0,0,0
retail,25,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,26,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,8,8,0,8,0,0
retail,27,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,28,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,11,11,0,11,0,0
retail,29,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,30,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,13,13,0,13,0,0
retail,31,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,12,12,0,12,0,0
retail,32,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,13,13,0,13,0,0
retail,33,DB,DB,none,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,34,DB,DB,none,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,35,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,1
retail,36,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,37,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,1
retail,38,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,1
retail,39,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,1
retail,40,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,0
retail,41,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,10,10,0,10,0,0
retail,42,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,10,10,0,10,0,0
retail,43,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,44,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,45,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,46,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,2
retail,47,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,2
retail,48,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,49,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,10,10,0,10,0,0
retail,50,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,51,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,52,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,53,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,54,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,12,12,0,12,0,1
retail,55,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,13,13,0,13,0,1
retail,56,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,0
retail,57,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,0,0,0,0,0,0
retail,58,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,6,6,0,6,0,0
retail,59,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,60,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,0
retail,61,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,62,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,63,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,7,7,0,7,0,0
retail,64,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,8,8,0,8,0,1
retail,65,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,66,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,67,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,2
retail,68,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,1
retail,69,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,0
retail,70,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,71,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,72,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,73,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,74,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,75,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,76,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,77,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,78,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,79,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,80,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,81,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,82,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,83,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,84,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,85,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,86,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,87,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,0
retail,88,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,89,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,90,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,91,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,92,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,93,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,94,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,95,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,96,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,97,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,98,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,99,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,100,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,101,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,102,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,103,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,4,4,0,4,0,0
retail,104,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,5,5,0,5,0,0
retail,105,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,1
retail,106,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,107,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
retail,108,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,1,1,0,1,0,0
retail,109,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,110,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,111,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,112,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,3,3,0,3,0,0
retail,113,DB|NL_ASSERTION,DB,NL_ASSERTION,True,True,1.0,True,1.0,True,0,0,2,2,0,2,0,0
telecom,[mobile_data_issue]user_abroad_roaming_enabled_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,1,0,1,0,0,0
telecom,[mobile_data_issue]user_abroad_roaming_disabled_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,1,1,0,1,0,0
telecom,[mobile_data_issue]user_abroad_roaming_disabled_off[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]data_mode_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,1,0,1,0,0,0
telecom,[mobile_data_issue]data_saver_mode_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,1,0,1,0,0,0
telecom,[mobile_data_issue]bad_network_preference[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,1,0,1,0,0,0
telecom,[mobile_data_issue]bad_vpn[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,1,0,1,0,0,0
telecom,[mobile_data_issue]data_usage_exceeded[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,3,3,1,1,0,1,0,0
telecom,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]airplane_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,3,1,2,1,0,0
telecom,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]airplane_mode_on|data_saver_mode_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]airplane_mode_on|bad_vpn[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]airplane_mode_on|data_usage_exceeded[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,3,3,2,1,1,1,0,0
telecom,[mobile_data_issue]data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]bad_vpn|user_abroad_roaming_enabled_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,True,2,2,2,0,2,0,0,0
telecom,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,3,3,2,1,1,1,0,0
telecom,[mobile_data_issue]data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:Hard],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,2,1,1,1,0,0
telecom,[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,3,3,2,2,0,2,0,0
telecom,[mobile_data_issue]data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,3,1,2,1,0,0
telecom,[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Easy],ENV_ASSERTION,ENV_ASSERTION,none,True,True,1.0,True,1.0,False,2,2,3,1,2,1,0,0
